Trait,Chromosome,Marker,Position(cM),LOD(H0:H1),R2(H0:H1),TR2(H0:H1),Additive(H1),S1
8,4,28,29.4,0.327973,0.005012,0.464432,0.552689,7.812885
8,4,29,29.74,0.121967,0.001837,0.461257,0.33949,9.128687
8,4,29,30.74,0.177138,0.002712,0.462132,0.411892,8.86766
8,4,30,31.59,0.226524,0.003412,0.462831,0.461808,8.678411
8,4,30,32.59,0.275583,0.004241,0.463661,0.511237,8.216805
8,4,31,32.84,0.280341,0.004215,0.463634,0.509031,8.184868
8,4,31,33.84,0.331857,0.005022,0.464442,0.55328599999999994,8.189804
8,4,32,33.85,0.333803,0.005055,0.464475,0.555106,8.185543
8,4,32,34.85,0.541992,0.008356,0.467776,0.714452,7.876789
8,4,33,35.52,0.679969,0.010187,0.469607,0.788427,7.751239
8,4,34,35.86,0.571702,0.008561,0.46798,0.715279,7.957508
8,4,34,36.86,0.509884,0.007956,0.467376,0.691095,7.851828
8,4,34,37.86,0.430961,0.006732,0.466151,0.636768,7.805868
8,4,35,38.55,0.371393,0.005607,0.465027,0.581541,7.84513
8,4,35,39.55,0.491754,0.007596,0.467015,0.675785,7.753941
8,4,35,40.55,0.62050399999999994,0.009565,0.468984,0.757791,7.746561
8,4,35,41.55,0.751955,0.011342,0.470762,0.825219,7.786087
8,4,36,41.89,0.85758,0.013205,0.472625,0.889182,7.378495
8,4,37,41.98,1.232126,0.018462,0.477881,1.04649,5.88669
8,4,38,42.04,1.445425,0.021403,0.480823,1.128058,5.512602
8,4,38,43.04,1.950645,0.030138,0.489557,1.335449,5.068884
8,4,39,43.96,2.269433,0.033216,0.492636,1.400646,4.996
8,4,39,44.96,1.9159,0.029107,0.488527,1.312076,6.4522640000000004
8,4,40,45.09,1.822917,0.026842,0.486261,1.261741,7.189084
8,4,40,46.09,2.115349,0.03142,0.49084,1.358903,6.880679
8,4,41,46.34,2.154656,0.031582,0.491002,1.360853,6.808933
8,4,41,47.34,2.429368,0.035865,0.495285,1.450826,6.807992
8,4,42,47.58,2.455852,0.035825,0.495245,1.449956,6.705902
8,4,43,48.51,2.320944,0.033926,0.493346,1.410069,6.390527
8,4,43,49.51,2.191231,0.032375,0.491795,1.389448,6.055216
8,4,44,49.97,2.112792,0.030975,0.490395,1.36555,5.854412
8,4,44,50.97,2.171159,0.032552,0.491972,1.400172,6.176416
8,4,45,51.43,2.124609,0.031136,0.490555,1.36822,6.148873
8,4,45,52.43,1.818266,0.027178,0.486597,1.283675,5.711792
8,4,46,52.7,1.716058,0.025303,0.484722,1.239337,5.575767
8,4,46,53.7,2.11093,0.031339,0.490759,1.400244,5.256411
8,4,47,54.02,2.211332,0.03244,0.49186,1.429362,5.156057
8,4,47,55.02,2.405431,0.036797,0.496217,1.528419,5.52726
8,4,47,56.02,2.526309,0.03869,0.49811,1.575788,5.742864
8,4,47,57.02,2.563227,0.037996,0.497415,1.571372,5.875221
8,4,48,57.32,2.578426,0.037727,0.497147,1.570236,5.965963
8,4,50,57.66,2.980105,0.043836,0.503255,1.723955,5.775742
8,4,51,58.34,2.076476,0.030436,0.489855,1.421698,6.201908
8,4,52,58.9,2.084558,0.030661,0.49008,1.427409,6.212609
8,4,53,59.51,2.142929,0.031487,0.490907,1.463004,7.742024
8,4,55,60.37,2.451107,0.035887,0.495306,1.551661,6.614418
8,4,55,61.37,2.592249,0.040007,0.499427,1.636712,6.719702
8,4,55,62.37,2.608814,0.040393,0.499813,1.642681,6.914246
8,4,55,63.37,2.502734,0.037231,0.49665,1.573921,7.192751
8,4,56,63.62,2.43978,0.035682,0.495102,1.540415,7.325694
8,4,57,63.74,2.1423,0.031433,0.490852,1.4606460000000001,7.481882
8,4,58,64.35,1.906987,0.028025,0.487445,1.381096,7.296904
8,4,58,65.35,1.830799,0.027069,0.486489,1.345934,7.588375
8,4,59,65.53,1.811718,0.026806,0.486225,1.336991,7.591648
8,4,60,65.9,1.377937,0.020407,0.479827,1.172054,16.841801
8,4,60,66.9,1.411548,0.021846,0.481266,1.219807,17.655346
8,4,60,67.9,1.376647,0.021197,0.480617,1.205946,17.593238
8,4,61,68.58,1.316299,0.019522,0.478941,1.15901,17.133246
8,4,61,69.58,1.639075,0.024646,0.484065,1.291948,19.410243
8,4,62,69.82,1.678495,0.024766,0.484186,1.292945,19.490043
8,4,62,70.82,1.54578,0.024195,0.483614,1.263612,19.704044
8,4,63,71.53,1.320832,0.019574,0.478994,1.125481,17.951283
8,4,63,72.53,1.229235,0.018872,0.478292,1.096685,17.989893
8,4,63,73.53,1.094642,0.016676,0.476096,1.021622,17.357758
8,4,64,74.04,0.962329,0.014421,0.473841,0.944305,16.726898
8,4,65,74.08,0.794619,0.011864,0.471284,0.854769,16.077192
8,4,66,74.18,0.825752,0.012323,0.471743,0.868256,16.522617
8,4,66,75.18,0.909457,0.013832,0.473252,0.916385,17.440345
8,4,66,76.18,0.979191,0.014797,0.474217,0.94419,17.971413
8,4,67,76.91,1.023218,0.015218,0.474638,0.954628,18.185581
8,4,68,76.98,1.039816,0.015471,0.47489,0.959711,18.582049
8,4,68,77.98,1.200696,0.018136,0.477556,1.039567,20.194747
8,4,69,78.59,1.271089,0.018865,0.478284,1.061433,20.594294
8,4,69,79.59,1.233557,0.019015,0.478435,1.06797,20.887788
8,4,70,79.96,1.16718,0.017465,0.476884,1.024211,20.050722
8,4,70,80.96,1.127066,0.017048,0.476468,1.009513,19.814338
8,4,71,81.71,1.079313,0.016068,0.475488,0.981293,19.132182
8,4,72,82.64,1.212186,0.018021,0.477441,1.031485,18.954351
8,4,72,83.64,1.419419,0.021452,0.480871,1.117624,20.415835
8,4,73,83.88,1.430402,0.021173,0.480593,1.109758,20.304754
8,4,73,84.88,1.618607,0.024626,0.484046,1.202315,23.075689
8,4,74,85.45,1.657183,0.024457,0.483876,1.202008,23.73647
8,4,74,86.45,1.875544,0.029327,0.488747,1.311311,26.2654
8,4,74,87.45,1.988306,0.030862,0.490282,1.342354,26.933814
8,4,75,88.32,1.981565,0.029145,0.488565,1.303969,25.78088
8,4,76,88.64,1.67439,0.024714,0.484134,1.20645,23.189727
8,4,77,89.57,1.570293,0.023202,0.482622,1.169791,21.204046
8,4,78,90.2,1.96254,0.028831,0.48825,1.29825,24.850984
8,4,78,91.2,2.152156,0.03163,0.49105,1.350627,26.883982
8,4,79,91.27,2.156362,0.031617,0.491036,1.349867,26.863292
8,4,79,92.27,2.000063,0.030092,0.489511,1.313101,25.828608
8,4,80,92.97,1.80015,0.026592,0.486011,1.23082,23.262616
8,4,81,93.06,1.55367,0.022956,0.482376,1.139398,21.367817
8,4,82,94.04,1.606793,0.024378,0.483798,1.176795,22.371211
8,4,82,95.04,1.211011,0.018494,0.477914,1.029653,20.402749
8,4,83,95.29,1.109392,0.016552,0.475972,0.975981,19.488538
8,4,83,96.29,1.895422,0.028992,0.488412,1.2946,20.968859
8,4,85,96.63,2.054865,0.030191,0.489611,1.322239,20.854751
8,4,86,96.94,1.507565,0.022386,0.481805,1.143511,18.990252
8,4,87,97.53,1.200199,0.017819,0.477238,1.0186,17.748502
8,4,87,98.53,1.231611,0.018498,0.477917,1.032814,17.914562
8,4,88,98.86,1.217722,0.018076,0.477496,1.019876,17.630574
8,4,88,99.86,0.750508,0.011298,0.470717,0.810885,15.223755
8,4,89,99.94,0.714516,0.010679,0.470099,0.788992,15.017149
8,4,89,100.94,0.499733,0.007518,0.466937,0.659427,13.970399
8,4,90,101.03,0.480694,0.007205,0.466625,0.645359,13.852953
8,4,90,102.03,0.31858,0.004813,0.464233,0.525762,12.576809
8,4,91,102.27,0.284846,0.004283,0.463703,0.495703,12.309678
8,4,91,103.27,0.324712,0.005054,0.464474,0.539329,12.459552
8,4,91,104.27,0.350288,0.005318,0.464737,0.555133,12.473488
8,4,92,104.44,0.390013,0.005952,0.465372,0.587298,12.560325
8,4,93,104.55,0.784695,0.011778,0.471198,0.822654,13.578464
8,4,94,104.68,0.791749,0.011956,0.471375,0.828743,13.578884
8,4,94,105.68,0.822675,0.013146,0.472565,0.867267,13.747065
8,4,94,106.68,0.796679,0.012488,0.471908,0.845533,13.577703
8,4,96,107.22,0.763008,0.011524,0.470944,0.813207,13.333425
8,4,96,108.22,0.738794,0.011308,0.470727,0.808164,13.757877
8,4,98,108.98,0.703177,0.010562,0.469981,0.784487,13.782277
8,4,99,109.57,0.685062,0.010301,0.46972,0.772925,13.52841
8,4,100,109.92,0.604675,0.009114,0.468534,0.729519,13.192116
8,4,102,110.86,0.554461,0.008304,0.467723,0.698068,12.928016
8,4,102,111.86,0.702555,0.010612,0.470031,0.782601,13.3211
8,4,103,112.42,0.782595,0.011683,0.471103,0.819122,13.391129
8,4,103,113.42,0.910419,0.013721,0.473141,0.88628,13.931157
8,4,104,113.99,0.977596,0.014604,0.474024,0.914052,14.063081
8,4,105,114.79,1.269405,0.019128,0.478547,1.044071,17.218966000000002
8,4,105,115.79,1.269604,0.0193,0.478719,1.049487,17.279823
8,4,106,116.79,1.253249,0.018881,0.478301,1.038974,17.153918
8,4,107,117.48,1.423255,0.02106,0.48048,1.092206,17.683092
8,4,108,118.21,1.177672,0.017644,0.477064,0.997988,16.04802
8,4,108,119.21,0.947884,0.014947,0.474367,0.919076,15.385361
8,4,108,120.21,0.691649,0.010808,0.470228,0.782778,14.335223
8,4,109,120.59,0.593816,0.009051,0.46847,0.717155,13.899916
8,4,110,121.02,0.432528,0.006502,0.465921,0.610012,13.146271
8,4,111,121.29,0.406448,0.0061,0.465519,0.591603,12.968012
8,4,111,122.29,0.335836,0.005153,0.464572,0.546414,13.105468
8,4,112,122.67,0.305833,0.004647,0.464067,0.520226,13.048403
8,4,112,123.67,0.269407,0.004366,0.463786,0.502776,12.860022
8,4,112,124.67,0.227169,0.003821,0.463241,0.469281,12.610561
8,4,112,125.67,0.182019,0.003078,0.462498,0.420538,12.319361
8,4,112,126.67,0.137739,0.002261,0.46168,0.360161,12.015347
8,4,112,127.67,0.09799,0.001509,0.460928,0.294214,11.727723
8,4,115,127.94,0.17945,0.002749,0.462168,0.396744,11.841142
8,4,116,128.25,0.386187,0.005799,0.465218,0.57641,8.760742
8,4,116,129.25,0.331236,0.005184,0.464604,0.545468,8.612051
8,4,117,130.12,0.265378,0.003992,0.463412,0.480028,8.587138
8,4,117,131.12,0.235125,0.003675,0.463095,0.460403,8.715092
8,4,118,131.89,0.207084,0.00314,0.462559,0.426029,8.851061
8,4,119,132.04,0.300278,0.004533,0.463953,0.510415,8.470986
8,4,120,132.76,0.350832,0.005268,0.464688,0.552828,8.491193
8,4,121,132.81,0.346316,0.005214,0.464634,0.551764,8.576804
8,4,121,133.81,0.481403,0.007597,0.467017,0.668517,8.210251
8,4,122,134.47,0.538978,0.008083,0.467503,0.69118,8.216152
8,4,122,135.47,0.437683,0.006572,0.465991,0.627503,8.748769
8,4,123,135.51,0.438584,0.006606,0.466026,0.629322,8.741774
8,4,124,135.72,0.474864,0.007137,0.466557,0.653788,8.511753
8,5,1,0.01,0.105036,0.001583,0.461003,-0.301835,11.447282
8,5,1,1.01,0.011892,1.81e-4,0.459601,-0.103053,11.013723
8,5,2,1.15,0.006607,1e-4,0.459519,-0.07662,10.959053
8,5,3,1.25,0.007712,1.16e-4,0.459536,-0.082269,10.940216
8,5,3,2.25,0.001353,2.2e-5,0.459441,0.035294,10.778321
8,5,3,3.25,0.026003,4.03e-4,0.459822,0.152493,10.679557
8,5,4,3.61,0.041075,6.2e-4,0.46004,0.18923,10.660344
8,5,5,3.87,0.043604,6.58e-4,0.460078,0.195296,10.683577
8,5,6,4.86,0.051912,7.83e-4,0.460202,0.212297,10.746526
8,5,7,5.54,0.089786,0.001353,0.460772,0.278627,10.918494
8,5,8,6.46,0.084405,0.001272,0.460692,0.271069,10.838001
8,5,8,7.46,0.100609,0.001533,0.460952,0.297422,10.764297
8,5,9,7.7,0.103523,0.001561,0.46098,0.300304,10.737305
8,5,9,8.7,0.123968,0.001949,0.461368,0.336276,10.634565
8,5,10,9.43,0.132609,0.002031,0.461451,0.344206,10.548146
8,5,10,10.43,0.087005,0.001343,0.460763,0.280077,10.470046
8,5,11,10.52,0.083657,0.001281,0.460701,0.273581,10.463158
8,5,11,11.52,0.152247,0.002354,0.461774,0.369484,10.357666
8,5,12,11.88,0.174966,0.002635,0.462054,0.390687,10.340654
8,5,13,12.81,0.084546,0.001274,0.460694,0.273548,10.437068
8,5,13,13.81,0.087582,0.001346,0.460766,0.282046,10.430279
8,5,13,14.81,0.08932,0.001372,0.460792,0.285845,10.414253
8,5,14,15.13,0.089361,0.001367,0.460786,0.28566,10.407551
8,5,15,15.55,0.082114,0.001256,0.460675,0.273844,10.410006
8,5,15,16.55,0.230402,0.003564,0.462984,0.463688,10.424418
8,5,16,16.93,0.296184,0.004455,0.463874,0.519449,10.464516
8,5,16,17.93,0.297143,0.004676,0.464095,0.533338,10.613899
8,5,18,18.48,0.282635,0.004323,0.463743,0.514126,10.660991
8,5,18,19.48,0.228447,0.003485,0.462904,0.461743,10.466129
8,5,19,19.74,0.212815,0.003203,0.462622,0.4428,10.414453
8,5,20,20.68,0.174822,0.002638,0.462058,0.399482,10.575881
8,5,21,21.35,0.553698,0.008295,0.467714,0.716984,10.835687
8,5,21,22.35,0.697425,0.010617,0.470037,0.812405,10.912259
8,5,22,22.9,0.761853,0.011388,0.470808,0.843515,10.82797
8,5,22,23.9,0.560952,0.008603,0.468022,0.739289,10.745082
8,5,22,24.9,0.371792,0.005615,0.465035,0.604756,10.569332
8,5,23,25.04,0.346283,0.005231,0.464651,0.584939,10.567077
8,5,24,25.56,0.131356,0.002068,0.461488,0.371842,12.882793
8,5,24,26.56,0.196121,0.003123,0.462542,0.464684,13.121521
8,5,26,26.88,0.208815,0.003184,0.462604,0.472449,13.051445
8,5,26,27.88,0.137038,0.002166,0.461585,0.395446,12.566998
8,5,27,28.58,0.086848,0.001309,0.460729,0.311814,12.090053
8,5,28,29.22,0.028311,4.27e-4,0.459847,0.176958,11.444887
8,5,28,30.22,0.06663,0.001052,0.460472,0.280428,11.882768
8,5,29,31.06,0.106732,0.00162,0.46104,0.351628,12.212898
8,5,30,31.74,0.160772,0.00242,0.46184,0.436644,12.648708
8,5,31,32.67,0.192721,0.002902,0.462322,0.481586,12.749221
8,5,32,33.46,0.222128,0.003351,0.462771,0.529887,13.272226
8,5,32,34.46,0.406019,0.006394,0.465814,0.730138,12.89188
8,5,33,34.77,0.442297,0.006637,0.466056,0.742451,12.673259
8,5,33,35.77,0.386976,0.00608,0.4655,0.703219,12.558762
8,5,33,36.77,0.308291,0.004639,0.464059,0.607842,12.253567
8,5,34,36.8,0.305712,0.004597,0.464017,0.604867,12.24427
8,5,34,37.8,0.210531,0.003403,0.462823,0.514386,11.891565
8,5,34,38.8,0.117956,0.001857,0.461277,0.376767,11.429508
8,5,35,39.23,0.077034,0.001166,0.460586,0.298281,11.203209
8,5,37,39.29,1.990681,0.034719,0.395643,1.402834,7.248743
8,5,37,40.29,2.217649,0.041463,0.402388,1.530278,6.909203
8,5,37,41.29,2.325564,0.043648,0.404573,1.569168,6.712773
8,5,37,42.29,2.314333,0.041722,0.402646,1.534181,6.448392
8,5,38,42.84,2.264523,0.039163,0.400087,1.486738,6.300151
8,5,38,43.84,2.4639,0.043818,0.404742,1.569658,6.299703
8,5,39,44.65,2.565253,0.045123,0.406048,1.591952,6.000665
8,5,39,45.65,2.704455,0.047215,0.408139,1.627874,5.83291
8,5,40,46.18,2.78131,0.048268,0.409192,1.645578,5.761531
8,5,41,47.07,3.591612,0.06114,0.422065,1.847375,5.995179
8,5,41,48.07,5.118975,0.086763,0.447687,2.202427,7.793878
8,5,42,48.32,5.359651,0.088812,0.449736,2.228985,8.033945
8,5,42,49.32,4.927853,0.082859,0.443784,2.150747,7.406789
8,5,43,49.57,4.80701,0.080657,0.441582,2.122162,6.899866
8,5,44,50.51,5.386302,0.089396,0.450321,2.234613,7.191809
8,5,45,51.44,5.868742,0.096598,0.457522,2.332423,8.199855
8,5,47,52.36,5.995337,0.098486,0.459411,2.350763,10.821396
8,5,47,53.36,5.753553,0.096639,0.457563,2.330295,10.786099
8,5,47,54.36,5.368458,0.090416,0.45134,2.256906,10.403103
8,5,48,54.69,5.19128,0.086197,0.447121,2.205591,10.305429
8,5,49,54.94,5.19,0.086231,0.447155,2.205995,10.28626
8,5,51,55.82,4.866462,0.081793,0.442718,2.150345,9.135053
8,5,51,56.82,4.547772,0.079245,0.440169,2.123029,9.44832
8,5,54,57.13,4.249359,0.071468,0.432393,2.021071,10.038557
8,5,55,57.53,4.2441700000000004,0.071411,0.432336,2.020253,10.041033
8,5,55,58.53,3.642474,0.06266,0.423585,1.891132,9.704392
8,5,56,58.82,3.428599,0.058344,0.419268,1.824641,9.176872
8,5,56,59.82,3.378031,0.05845,0.419374,1.821712,9.90809
8,5,57,59.93,3.353335,0.057979,0.418904,1.81408,9.886936
8,5,57,60.93,2.358519,0.041039,0.401963,1.523531,7.959141
8,5,59,60.99,2.303654,0.039827,0.400752,1.500738,7.824991
8,5,59,61.99,2.562496,0.045219,0.406143,1.5951,9.100878
8,5,60,62.59,5e-6,0,0.45942,0.002692,10.825374
8,5,60,63.59,0.025475,4.09e-4,0.459828,0.208958,11.354267
8,5,61,63.62,0.027079,4.34e-4,0.459854,0.215362,11.374462
8,5,61,64.62,0.113741,0.001809,0.461229,0.426429,12.047088
8,5,62,65.14,0.16756,0.002524,0.461944,0.497768,12.274786
8,5,62,66.14,0.075375,0.001167,0.460586,0.325002,11.826687
8,5,63,66.45,0.05449,8.21e-4,0.460241,0.269592,11.667796
8,5,63,67.45,0.135823,0.00206,0.46148,0.420356,12.565803
8,5,64,67.69,0.160852,0.002444,0.461863,0.456381,12.749967
8,5,64,68.69,0.335687,0.005169,0.464588,0.651533,9.194924
8,5,65,68.75,0.335858,0.005043,0.464463,0.643618,9.106428
8,5,66,69.67,0.314834,0.004733,0.464153,0.639042,8.651419
8,5,67,69.92,0.251882,0.003807,0.463226,0.561585,8.527955
8,5,67,70.92,0.270171,0.004367,0.463786,0.589519,8.413991
8,5,67,71.92,0.269891,0.004319,0.463739,0.576995,8.38819
8,5,68,72.63,0.259559,0.003952,0.463372,0.546693,8.422329
8,5,68,73.63,0.273447,0.004156,0.463575,0.559615,8.415336
8,5,69,74,0.275887,0.00415,0.46357,0.558771,8.411562
8,5,69,75,0.231776,0.003632,0.463052,0.513516,8.606603
8,5,70,75.68,0.190203,0.002865,0.462284,0.452152,8.818994
8,5,70,76.68,0.038453,5.93e-4,0.460013,0.202117,9.885117
8,5,71,76.92,0.019798,2.99e-4,0.459719,0.142953,10.148923
8,5,72,77.54,0.038973,5.88e-4,0.460008,0.201898,9.84478
8,5,73,78.48,0.006505,9.8e-5,0.459518,0.082468,10.40616
8,5,73,79.48,0.001847,2.8e-5,0.459448,0.043702,10.586972
8,5,74,79.73,0.001094,1.7e-5,0.459436,0.033409,10.63919
8,5,74,80.73,0.001477,2.2e-5,0.459442,-0.038957,11.034367
8,5,75,81.3,0.006105,9.2e-5,0.459512,-0.078957,11.256691
8,5,75,82.3,0.004116,6.3e-5,0.459483,-0.065251,11.168242
8,5,76,82.95,0.002815,4.3e-5,0.459462,-0.053535,11.098712
8,5,77,83.64,0.001987,3e-5,0.45945,0.044403,10.594594
8,5,78,84.26,0.018407,2.78e-4,0.459697,0.134318,10.183286
8,5,79,85.19,0.001713,2.6e-5,0.459446,0.041225,10.608025
8,5,79,86.19,0.001399,2.2e-5,0.459441,-0.037648,11.036634
8,5,80,86.5,0.00374,5.7e-5,0.459477,-0.060999,11.181874
8,5,81,86.9,0.007031,1.07e-4,0.459527,-0.083449,11.320215
8,5,82,87.8,0.050395,7.6e-4,0.46018,-0.217073,12.45559
8,5,82,88.8,0.127557,0.002023,0.461443,-0.353037,13.63554
8,5,82,89.8,0.241302,0.003931,0.463351,-0.490793,14.982887
8,5,82,90.8,0.38736,0.0063160000000000004,0.465735,-0.62086,16.409112
8,5,82,91.8,0.557776,0.0088940000000000009,0.468314,-0.735683,17.797028
8,5,83,92.34,0.656212,0.010271,0.469691,-0.790081,18.496934
8,5,83,93.34,0.801407,0.013512,0.472931,-0.901597,20.058861
8,5,83,94.34,0.945037,0.016577,0.475996,-0.994609,21.496262
8,5,83,95.34,1.074778,0.01897,0.47839,-1.06066,22.557705
8,5,83,96.34,1.180886,0.020367,0.479787,-1.096403,23.056479
8,5,83,97.34,1.257883,0.020673,0.480092,-1.102596,22.925917
8,5,83,98.34,1.304642,0.019977,0.479397,-1.082477,22.219421
8,5,85,98.64,1.326434,0.020044,0.479464,-1.0841,21.471687
8,5,85,99.64,1.827606,0.027585,0.487005,-1.268174,11.359939
8,5,87,99.75,1.84017,0.027431,0.48685,-1.263742,11.126431
8,5,87,100.75,2.327141,0.03748,0.4969,-1.47638,8.880204
8,5,87,101.75,2.584222,0.039772,0.499192,-1.520168,8.300005
8,5,88,102.46,2.651952,0.038603,0.498023,-1.497471,7.903218
8,5,89,103.38,1.797546,0.02646,0.48588,-1.251004,11.766035
8,5,89,104.38,1.512881,0.022937,0.482357,-1.157055,11.355323
8,5,90,105.1,1.273087,0.018902,0.478322,-1.046321,11.015286
8,5,90,106.1,1.101544,0.016666,0.476086,-0.980925,10.616527
8,5,91,106.5,1.014586,0.015116,0.474536,-0.934243,10.338204
8,5,91,107.5,0.861165,0.013083,0.472503,-0.870142,10.155047
8,5,92,108.44,0.710679,0.010624,0.470043,-0.786425,9.92563
8,5,93,108.97,0.926344,0.013851,0.47327,-0.897399,10.35967
8,5,94,109.15,0.734215,0.010967,0.470387,-0.799977,10.478332
8,5,94,110.15,0.674972,0.010267,0.469687,-0.770259,10.342882
8,5,95,110.94,0.616758,0.00928,0.468699,-0.730085,10.166983
8,5,96,111.16,0.616136,0.009265,0.468684,-0.733639,10.246773
8,5,96,112.16,0.472324,0.007361,0.466781,-0.65614,10.186111
8,5,96,113.16,0.324818,0.004961,0.46438,-0.541442,10.133902
8,5,97,113.41,0.2891,0.004347,0.463767,-0.507679,10.131352
8,5,98,113.94,0.18224,0.002745,0.462164,-0.404486,10.092718
8,5,98,114.94,0.082261,0.001295,0.460715,-0.276887,10.325324
8,5,100,115.52,0.040125,6.19e-4,0.460039,-0.191337,10.467709
8,5,100,116.52,0.027913,4.23e-4,0.459842,-0.157857,10.467768
8,5,101,116.59,0.027094,4.09e-4,0.459828,-0.155213,10.469185
8,5,101,117.59,0.018876,3e-4,0.45972,-0.132974,10.491809
8,5,101,118.59,0.010911,1.68e-4,0.459587,-0.099613,10.548487
8,5,103,118.77,0.010152,1.54e-4,0.459574,-0.095445,10.555187
8,5,104,118.99,0.021919,3.31e-4,0.45975,-0.140418,10.423515
8,5,105,119.45,0.045119,6.8e-4,0.4601,-0.201148,10.305181
8,5,105,120.45,0.015867,2.45e-4,0.459664,-0.121068,10.442221
8,5,105,121.45,0.001353,2.1e-5,0.45944,-0.035498,10.688273
8,5,106,122.43,0.002468,3.7e-5,0.459457,0.047732,11.026395
8,5,107,122.93,0.001138,1.7e-5,0.459437,0.032289,10.948703
8,5,107,123.93,1e-6,0,0.45942,7.64e-4,10.823702
8,5,108,124.28,1.36e-4,2e-6,0.459422,-0.011355,10.771499
8,5,109,125.22,0.012696,1.91e-4,0.459611,-0.111702,10.38619
8,5,110,126.16,0.075067,0.001132,0.460551,-0.272798,9.878116
8,5,110,127.16,0.13058,0.001997,0.461416,-0.360026,9.591864
8,5,111,127.6,0.157792,0.002386,0.461805,-0.392752,9.469165
8,5,111,128.6,0.26695,0.004015,0.463435,-0.502001,9.049649
8,5,112,128.63,0.267208,0.004021,0.463441,-0.502287,9.048161
8,5,112,129.63,0.084708,0.001353,0.460773,-0.291908,9.94737
8,5,113,130.1,0.027598,4.17e-4,0.459837,-0.162193,10.399997
8,5,114,130.23,0.002624,4e-5,0.459459,-0.049658,10.682148
8,5,114,131.23,0.003182,4.9e-5,0.459469,-0.055073,10.684697
8,5,115,131.88,0.003408,5.1e-5,0.459471,-0.056502,10.691885
8,5,115,132.88,1.9e-5,0,0.45942,0.004232,10.832438
8,5,116,133.24,6.36e-4,1e-5,0.459429,0.024611,10.894889
8,5,116,134.24,0.009526,1.46e-4,0.459566,-0.095385,10.564086
8,5,117,134.35,0.011495,1.74e-4,0.459594,-0.104188,10.543132
8,5,117,135.35,0.009665,1.52e-4,0.459572,0.097111,11.114722
8,5,118,136.02,0.050496,7.65e-4,0.460185,0.217896,11.526422
8,5,119,136.11,0.030104,4.54e-4,0.459874,0.167348,11.33165
8,5,119,137.11,0.023738,3.67e-4,0.459786,0.153266,11.213513
8,5,120,137.64,0.019896,3e-4,0.45972,0.140322,11.142074
8,5,120,138.64,0.015936,2.42e-4,0.459662,0.127463,11.216449
8,5,121,138.88,0.01529,2.31e-4,0.45965,0.124921,11.231618
8,5,121,139.88,0.059289,9.06e-4,0.460326,0.245471,11.77876
8,5,122,140.31,0.085281,0.001285,0.460705,0.291258,12.028477
8,6,1,0.01,0.028149,4.28e-4,0.459848,0.167262,11.03996
8,6,3,0.64,0.499508,0.007528,0.466948,0.677216,11.460013
8,6,3,1.64,0.335595,0.0051919999999999996,0.464612,0.56322,11.27794
8,6,4,2.23,0.243237,0.003661,0.463081,0.474079,11.151332
8,6,4,3.23,0.145068,0.002242,0.461661,0.375289,11.121633
8,6,5,3.48,0.120119,0.001812,0.461231,0.338506,11.11462
8,6,5,4.48,0.034188,5.54e-4,0.459973,0.187923,10.921775
8,6,5,5.48,9.5e-5,2e-6,0.459421,0.009881,10.822405
8,6,7,6.24,0.014379,2.2e-4,0.459639,-0.119692,10.826684
8,6,7,7.24,0.02832,4.35e-4,0.459855,-0.168106,10.855036
8,6,8,7.6,0.03387,5.11e-4,0.459931,-0.182143,10.865172
8,6,9,8.36,0.049411,7.45e-4,0.460165,-0.221615,10.937683
8,6,9,9.36,0.029048,4.53e-4,0.459873,-0.171543,11.031193
8,6,12,9.73,0.023725,3.6e-4,0.459779,-0.152535,11.042633
8,6,13,10.13,0.135706,0.002052,0.461472,-0.36569,10.737194
8,6,15,10.6,0.303931,0.004577,0.463996,-0.54174,10.91958
8,6,16,10.74,0.272912,0.004107,0.463527,-0.50685500000000006,10.721336
8,6,16,11.74,0.350768,0.005576,0.464996,-0.590163,10.817386
8,6,16,12.74,0.425202,0.006797,0.466217,-0.65243,10.916834
8,6,16,13.74,0.487268,0.007478,0.466898,-0.686241,10.97428
8,6,17,14.1,0.507205,0.007602,0.467021,-0.692853,10.987354
8,6,17,15.1,0.747147,0.011258,0.470678,-0.854772,12.005303
8,6,18,15.35,0.808193,0.012085,0.471504,-0.888478,12.223861
8,6,18,16.35,1.055258,0.016197,0.475617,-1.03119,11.791692
8,6,19,16.59,1.075998,0.015998,0.475417,-1.024876,11.795888
8,6,19,17.59,1.265237,0.019307,0.478727,-1.113877,12.19006
8,6,19,18.59,1.449915,0.022183,0.481603,-1.186342,12.331333
8,6,21,19.36,1.582,0.023952,0.483371,-1.229517,12.254623
8,6,21,20.36,1.506331,0.025058,0.484477,-1.260271,14.117982
8,6,22,21.36,1.094889,0.016275,0.475695,-1.012416,22.778135
8,6,23,22.29,1.226553,0.018207,0.477626,-1.064259,23.055296
8,6,24,23.21,0.720529,0.010766,0.470186,-0.822977,18.552209
8,6,24,24.21,0.779697,0.011872,0.471292,-0.869105,19.605411
8,6,25,25.05,0.805787,0.01204,0.47146,-0.879166,19.926894
8,6,26,25.71,0.782989,0.011688,0.471108,-0.86923,19.435187
8,6,27,26.34,0.598798,0.008963,0.468383,-0.756672,17.199482
8,6,29,27.33,0.428564,0.006497,0.465916,-0.642703,15.869811
8,6,29,28.33,0.411489,0.006509,0.465929,-0.641505,15.846042
